online_order,book_table,location,rest_type,dish_liked,cuisines,avg_cost,type,success
Yes,No,Jeevan Bhima Nagar,Quick Bites,"Idli Vada, Filter Coffee, Masala Dosa, Curd Rice","South Indian, North Indian, Chinese",175.0,Dine-out,0
No,No,Thippasandra,Quick Bites,Not specified,"Chinese, South Indian",75.0,Dine-out,0
No,No,Jeevan Bhima Nagar,Quick Bites,Ambur Biryani,"South Indian, Biryani",200.0,Dine-out,0
No,No,Jeevan Bhima Nagar,Quick Bites,"Chaat, Pav Bhaji, Panipuri, Samosa, Chole Bhature, Jalebi, Paratha","North Indian, Mithai",100.0,Dine-out,0
Yes,No,Domlur,Quick Bites,Not specified,North Indian,200.0,Dine-out,0
Yes,No,Jeevan Bhima Nagar,Quick Bites,Dal Fry,North Indian,200.0,Dine-out,1
No,No,Jeevan Bhima Nagar,Quick Bites,Not specified,"South Indian, Kerala",75.0,Dine-out,0
No,No,Jeevan Bhima Nagar,Quick Bites,Not specified,"Biryani, Fast Food",100.0,Dine-out,0
No,No,Thippasandra,Quick Bites,Not specified,North Indian,250.0,Dine-out,0
No,No,Thippasandra,Quick Bites,Not specified,"Biryani, South Indian",125.0,Dine-out,0
No,No,Thippasandra,Quick Bites,Not specified,"South Indian, North Indian",75.0,Dine-out,0
Yes,No,Thippasandra,Quick Bites,Not specified,"Arabian, Rolls",150.0,Dine-out,0
Yes,No,Thippasandra,Quick Bites,Not specified,Fast Food,125.0,Dine-out,0
No,No,Domlur,Quick Bites,"Panneer Butter Masala, Rolls, Chicken Roll, Paneer Roll, Tandoori Chicken, Naan, Egg Bhurji","North Indian, Chinese, Biryani, Fast Food",250.0,Dine-out,1
Yes,No,Domlur,Quick Bites,"Pasta, Supreme Pizza, Thin Crust Pizza, Cheesy Garlic Bread","Pizza, Italian",300.0,Dine-out,0
Yes,No,Thippasandra,Quick Bites,Not specified,"Street Food, North Indian, Bengali, Oriya",200.0,Dine-out,0
Yes,No,Domlur,Quick Bites,Not specified,"Fast Food, Lebanese",100.0,Dine-out,0
No,Yes,Old Airport Road,"Pub, Microbrewery","Beer, Cocktails, Tiramisu, Tawa Chicken, Mocktails, Chicken Satay, Sea Food","American, Continental, North Indian, Mediterranean",900.0,Dine-out,1
No,Yes,MG Road,Fine Dining,"Dumplings, Noodles, Cocktails, Mocktails, Mango Mascarpone Gateau, Macaroon, Chocolate Hazelnut Mousse","Chinese, Asian, Cantonese, Tea",1400.0,Dine-out,1
No,Yes,Old Airport Road,Fine Dining,"Salad, Steak, Rasgulla, Pizza, Salads, Waffles, Sunday Brunch","North Indian, Italian, Asian, Continental, Mediterranean",1750.0,Dine-out,1
No,Yes,Old Airport Road,Fine Dining,"Chicken Chettinad, Vegetable Stew, Lobster, Kulfi, Chicken Curry, Butter Naan, Papdi Chaat","North Indian, South Indian",2000.0,Dine-out,1
No,No,Old Airport Road,Bar,"Pizza, Cocktails, Cheese Balls",Finger Food,500.0,Dine-out,1
Yes,Yes,Old Airport Road,Casual Dining,"Vegetable Biryani, Barbeque Chicken, Pepper Bbq Chicken, Shawarma, Sea Food, Paneer Tikka, Tomato Soup","BBQ, Arabian, Chinese, North Indian, Desserts",500.0,Dine-out,1
No,Yes,Old Airport Road,Fine Dining,"Sea Food, Pizza, Coffee, Biryani, Chaat, Fish, Pasta","Continental, North Indian",1100.0,Dine-out,1
Yes,Yes,Old Airport Road,"Casual Dining, Bar","Rasmalai, Pizza, Fish, Mutton Curry, Salads, Virgin Mojito, Noodles","Chinese, Continental, North Indian, South Indian, Arabian",700.0,Dine-out,1
No,Yes,Old Airport Road,Fine Dining,"Wine, Dumplings, Set Menu, Chicken Dim Sum, Tom Kha Soup, Fish, Sunday Brunch","Thai, Japanese, Chinese",1750.0,Dine-out,1
No,Yes,Old Airport Road,Fine Dining,"Dahi Kebab, Nalli Nihari, Lamb, Rich Chicken Broth, Tashkent Naan, Paneer Tikka, Aam Panna",North Indian,1000.0,Dine-out,1
Yes,No,Old Airport Road,Casual Dining,"Hyderabadi Biryani, Mutton Biryani, Tandoori Chicken, Vegetable Biryani, Chicken Boneless Biryani, Lime Soda, Chicken Dum Biryani","Biryani, North Indian, Chinese",275.0,Dine-out,1
No,Yes,Old Airport Road,"Club, Casual Dining","Cocktails, Biryani, Pizza, Veg Sushi Platter, Salads, Cheesecake, Lamb Chops","European, Spanish, Continental, Italian",1200.0,Dine-out,1
No,Yes,MG Road,"Casual Dining, Pub","Pizza, Nachos, Pasta, Potli Biryani, Mojito, Draught Beer, Long Island Iced Tea","North Indian, Pizza, Chinese",750.0,Dine-out,1
No,Yes,Old Airport Road,Fine Dining,"Wine, Asparagus Soup, Creme Brulee, Pasta, Ravioli, Tiramisu, Primavera","French, Italian",3000.0,Dine-out,1
No,Yes,Old Airport Road,Casual Dining,"Salads, Tabbouleh, Mutton Curry, Falafel, Pasta, Kheer, Lunch Buffet",Arabian,750.0,Dine-out,1
Yes,No,Ulsoor,"Cafe, Bakery","Coffee, Cheesecake, Chicken Baguette, Pasta, Mudcake, Wedges, Hot Chocolate","Cafe, Mediterranean, Bakery, Greek",350.0,Dine-out,1
No,No,Old Airport Road,Casual Dining,Not specified,Oriya,200.0,Dine-out,1
Yes,No,Old Airport Road,Casual Dining,"Mutton Biryani, Pahari Chicken, Chicken Biryani, Mutton Chops, Mutton Roganjosh, Shawarma, Raita","Mughlai, North Indian, Chinese",350.0,Dine-out,0
No,No,Old Airport Road,Casual Dining,"Hyderabadi Biryani, Chicken Biryani, Prawn Biryani, Mutton Biryani, Ghee Roast Biryani, Chicken Guntur","Andhra, Biryani, North Indian",225.0,Dine-out,0
Yes,No,Old Airport Road,Casual Dining,"Filter Coffee, Tea, Kadhai Paneer, Chaat, Panneer Butter Masala, Idli Vada, Mushroom Masala","South Indian, Chinese, North Indian",200.0,Dine-out,0
No,No,Old Airport Road,Quick Bites,Not specified,"South Indian, North Indian, Chinese",150.0,Dine-out,0
Yes,No,Old Airport Road,Quick Bites,Not specified,Chinese,200.0,Dine-out,1
Yes,No,Old Airport Road,Quick Bites,Not specified,"North Indian, Fast Food",175.0,Dine-out,0
No,No,MG Road,Fine Dining,"Crabmeat Soup, Sesame Chicken, Clear Soup, Peking Duck, Crispy Lotus Stem, Jasmine Tea, Sea Food",Chinese,1250.0,Dine-out,1
No,No,Old Airport Road,Lounge,Decor,Finger Food,1500.0,Dine-out,1
Yes,No,Ulsoor,Quick Bites,Not specified,"North Indian, Chinese, South Indian",175.0,Dine-out,0
Yes,No,Old Airport Road,Quick Bites,"Sandwiches, Maggi, Ginger Chai, Samosa, Ginger Tea, Kesar Chai, Masala Chai","Beverages, Fast Food",125.0,Dine-out,1
No,No,Old Airport Road,Cafe,Not specified,"Cafe, Italian, Desserts",150.0,Dine-out,0
No,No,Old Airport Road,Quick Bites,Biryani,"North Indian, South Indian, Chinese, Biryani",200.0,Dine-out,0
Yes,No,Old Airport Road,Casual Dining,"Filter Coffee, Crab Soup, Fish, Fried Rice","Chinese, North Indian",275.0,Dine-out,0
No,No,Old Airport Road,Quick Bites,"Thali, Chole Bhature, Lassi, Gulab Jamun, Salad",North Indian,75.0,Dine-out,1
No,No,Old Airport Road,Kiosk,Not specified,"Fast Food, Rolls",75.0,Dine-out,0
Yes,No,Old Airport Road,Quick Bites,"Rajma, Tandoori Roti, Sweet Lassi, Tandoori Chicken, Naan, Dal Makhani, Veg Thali","North Indian, Chinese",200.0,Dine-out,0
No,No,Old Airport Road,Casual Dining,Not specified,North Indian,275.0,Dine-out,0
No,No,Old Airport Road,Lounge,Not specified,Continental,900.0,Dine-out,1
No,No,Old Airport Road,Casual Dining,Not specified,"North Indian, Chinese",350.0,Dine-out,0
Yes,No,Old Airport Road,"Dessert Parlor, Cafe","Paneer Pizza, Sizzler Brownie, Hot Chocolate, Pancakes, Pasta, Coffee, Nutella Waffle","Desserts, Cafe, Italian, Beverages",350.0,Dine-out,1
No,No,Old Airport Road,Mess,Not specified,North Indian,150.0,Dine-out,1
No,Yes,Old Airport Road,Fine Dining,"Fish Chilli, Tea, Lamb, Thai Wok Chicken","Chinese, Thai, Asian",950.0,Dine-out,1
Yes,Yes,Old Airport Road,Casual Dining,Not specified,"North Indian, Biryani",350.0,Dine-out,0
Yes,No,Old Airport Road,Quick Bites,"Biryani, Murgh Lababdar, Thali","North Indian, Chinese",225.0,Dine-out,0
No,No,Old Airport Road,Quick Bites,Not specified,"Chinese, Kerala, North Indian",150.0,Dine-out,0
Yes,No,Old Airport Road,Quick Bites,Not specified,Biryani,100.0,Dine-out,0
No,No,Old Airport Road,Casual Dining,"Murgh Ghee Roast, Biryani, Dal Fry","North Indian, Chinese, Biryani, Mangalorean",250.0,Dine-out,0
Yes,No,Old Airport Road,Quick Bites,Not specified,"North Indian, Biryani, Chinese",150.0,Dine-out,0
No,No,Old Airport Road,Casual Dining,Not specified,"North Indian, South Indian",400.0,Dine-out,0
No,No,CV Raman Nagar,Cafe,Not specified,Cafe,150.0,Dine-out,0
No,No,CV Raman Nagar,Mess,Not specified,Andhra,150.0,Dine-out,0
Yes,No,CV Raman Nagar,"Beverage Shop, Quick Bites",Not specified,"Beverages, Fast Food",200.0,Dine-out,0
No,No,Old Airport Road,Dessert Parlor,Not specified,Desserts,200.0,Dine-out,0
Yes,No,CV Raman Nagar,Quick Bites,Not specified,"North Indian, Chinese",125.0,Dine-out,0
No,No,CV Raman Nagar,Quick Bites,Not specified,"Juices, Desserts, Fast Food",100.0,Dine-out,0
No,No,Old Airport Road,Quick Bites,Not specified,"North Indian, Chinese, South Indian",175.0,Dine-out,0
Yes,No,"ITPL Main Road, Whitefield",Casual Dining,Not specified,"North Indian, Chinese",200.0,Dine-out,0
Yes,No,Old Airport Road,"Takeaway, Delivery","Gol Gappe, Noodles, Lassi, Chocolate Milkshake","Continental, North Indian",250.0,Dine-out,1
Yes,No,Ulsoor,Quick Bites,Not specified,"North Indian, Chinese",300.0,Dine-out,0
No,No,Ulsoor,Quick Bites,Not specified,North Indian,100.0,Dine-out,0
No,No,Old Airport Road,Quick Bites,Burgers,"Fast Food, Chinese",200.0,Dine-out,0
Yes,No,CV Raman Nagar,Food Court,Not specified,Hyderabadi,150.0,Dine-out,0
Yes,No,Ulsoor,Quick Bites,Not specified,Biryani,150.0,Dine-out,0
Yes,No,Old Airport Road,Quick Bites,Not specified,"Burger, Fast Food",75.0,Dine-out,0
No,No,Old Airport Road,Quick Bites,Not specified,"North Indian, Biryani",100.0,Dine-out,0
No,No,Old Airport Road,"Bakery, Quick Bites",Not specified,"Bakery, Fast Food, Italian",300.0,Dine-out,0
No,No,Old Madras Road,Quick Bites,Not specified,"Biryani, Mughlai, Chinese",150.0,Dine-out,0
No,No,Old Madras Road,Quick Bites,Not specified,"North Indian, Chinese",125.0,Dine-out,0
No,No,Old Airport Road,Quick Bites,Not specified,"Chinese, Rolls",100.0,Dine-out,0
No,No,Old Airport Road,Quick Bites,Not specified,"Bengali, North Indian, Chinese",150.0,Dine-out,0
Yes,No,Old Airport Road,Quick Bites,Not specified,"Andhra, North Indian",200.0,Dine-out,1
Yes,No,Old Madras Road,Quick Bites,"Rolls, Chicken Grill","Mughlai, Chinese, Kebab",150.0,Dine-out,0
Yes,No,CV Raman Nagar,Food Court,Not specified,North Indian,150.0,Dine-out,0
No,No,Old Airport Road,Quick Bites,Not specified,Biryani,100.0,Dine-out,0
Yes,No,Old Airport Road,Casual Dining,"Fish, Chicken Curry, Paneer Biryani","Biryani, Andhra, North Indian, Chinese",400.0,Dine-out,1
No,Yes,Indiranagar,"Casual Dining, Bar","Cocktails, Pork Dumplings, Pork Steak, Cosmopolitan, Pizza, Mocktails, Chicken Pasta","European, Continental",650.0,Drinks & nightlife,1
No,Yes,Indiranagar,"Bar, Casual Dining","Pizza, Chocolate Cake, Cocktails, Beer, Nachos, Sangria, Mocktails","Continental, Asian, Italian, North Indian",750.0,Drinks & nightlife,1
No,Yes,Indiranagar,"Microbrewery, Pub","Pesto Pasta, Craft Beer, Wheat Beer, Cocktails, Crispy Chilli Corn, Butter Chicken, Paneer Tikka","North Indian, Continental, Chinese",700.0,Drinks & nightlife,1
No,No,Indiranagar,Microbrewery,"Beer, Pesto Pizza, Nachos, Cocktails, Beef Lasagna, Mai Thai, Tacos","Italian, American, Pizza",750.0,Drinks & nightlife,1
No,Yes,Indiranagar,"Pub, Casual Dining","Cocktails, Mocktails, Pizza, Sushi, Beer","Sushi, Continental, Pizza, Italian, Asian",1000.0,Drinks & nightlife,1
No,Yes,Indiranagar,"Bar, Casual Dining","Burgers, Spicy Fries, Cosmopolitan, Cocktails, Custard, Pepperoni Pizza, Peri Peri Chicken","Continental, Salad, Burger, Finger Food, Pizza",750.0,Drinks & nightlife,1
No,Yes,Indiranagar,"Lounge, Casual Dining","Cocktails, Mushroom Pizza, Pork Ribs, Mocktails, Nachos, Sea Food, Long Island Iced Tea","Continental, American, Asian, North Indian, Burger",1050.0,Drinks & nightlife,1
No,Yes,Indiranagar,"Bar, Casual Dining","Cocktails, Peri Peri Chicken, Pizza, Mocktails, Biryani, Sangria, Chicken Dim Sum","Chinese, Continental, North Indian, Mexican",700.0,Drinks & nightlife,1
No,Yes,Indiranagar,"Bar, Casual Dining","Cocktails, Momos, Pizza, Roti, Mocktails, Nachos, Fish","European, Continental, Asian, Finger Food",650.0,Drinks & nightlife,1
No,Yes,Indiranagar,Pub,"Cocktails, Pie, Peri Peri Fries, Long Island Iced Tea, Chicken Steak, Mocktails, Nachos","Russian, Continental, North Indian",650.0,Drinks & nightlife,1
Yes,No,Indiranagar,Pub,"Cocktails, Burgers, Nachos, Sandwiches, Butterfly Chicken, Pizza, Dabeli","American, Asian, European, North Indian",700.0,Drinks & nightlife,1
Yes,No,Indiranagar,"Cafe, Casual Dining","Pizza, Cheesy Fries, Tiramisu, Ravioli Pasta, Salads, Burgers, Cocktails","Cafe, Italian, American",500.0,Drinks & nightlife,1
No,Yes,Indiranagar,"Lounge, Casual Dining","Cocktails, Pizza, Mocktails, Jalapeno Nuggets, Chicken Tikka, Fish Grill, Steak","Continental, Modern Indian",750.0,Drinks & nightlife,1
No,Yes,Indiranagar,"Bar, Casual Dining","Chips, Lamb, Cocktails, Wedges, Roast Chicken, Pizza, Margarita","Chinese, Continental, Finger Food, Italian",750.0,Drinks & nightlife,1
Yes,No,Indiranagar,Lounge,"Sangria, Chicken Salad, Sandwiches, Cocktails, Pizza, Gnocchi, Chicken Satay","Fast Food, European",700.0,Drinks & nightlife,1
No,No,Indiranagar,"Casual Dining, Pub","Burgers, Chicken Wings, Beer, Cocktails, Peri Peri Chicken Steak, Peri Peri Wings, Peri Fries","American, Continental, BBQ, Steak",600.0,Drinks & nightlife,1
Yes,Yes,Indiranagar,"Casual Dining, Bar","Pizza, Cocktails, Pasta, Mushroom Soup, Panna Cotta, Mocktails, Sandwich","Italian, Seafood, American, Continental",550.0,Drinks & nightlife,1
No,Yes,Indiranagar,"Casual Dining, Bar","Chicken Wings, Murgh Ghee Roast, Paneer Tikka","North Indian, Chinese, Mangalorean",500.0,Drinks & nightlife,1
No,No,Indiranagar,Bar,"Beer, Cocktails, Brownie, Chicken Satay, Chicken Wings, Pizza, Chilli Paneer","Finger Food, Continental",600.0,Drinks & nightlife,1
No,Yes,Indiranagar,Lounge,"Mojito, Beer, Cocktails, Chicken Wings, Pasta, Nachos, Potato Wedges","Continental, Chinese, North Indian",700.0,Drinks & nightlife,0
No,Yes,Indiranagar,Bar,"Margarita, Masala Peanuts, Cocktails, Momos, Pizza, Chilli Chicken, Beer","Continental, North Indian, Italian",650.0,Drinks & nightlife,1
Yes,Yes,Indiranagar,"Bar, Casual Dining","Cocktails, Blueberry Cheesecake, Margarita, Long Island Iced Tea, Sangria, Bbq Pizza, Beer","Thai, Chinese, North Indian, Continental, Steak",750.0,Drinks & nightlife,1
No,Yes,Indiranagar,"Pub, Casual Dining","Chicken Curry, Chicken Dosa, Sea Food, Masala Peanuts, Chicken Tacos, Draught Beer, Lime Soda",Finger Food,550.0,Drinks & nightlife,1
No,Yes,Indiranagar,"Pub, Casual Dining","Beer, Nachos, Cocktails, Salsa, Noodles, Pasta, Jalapeno Cheeseballs","Continental, North Indian, Chinese",750.0,Drinks & nightlife,1
No,Yes,Indiranagar,"Bar, Casual Dining","Bbq Chicken Pizza, Cocktails, Sangria, Beer, Chicken Nachos, Mai Thai, Burgers","Continental, Chinese, Italian",700.0,Drinks & nightlife,1
Yes,No,Indiranagar,"Casual Dining, Bar","Sea Food, Neer Dosa, Murgh Ghee Roast, Chicken Sukha, Beer, Butter Chicken, Fish Masala Fry","North Indian, Chinese",375.0,Drinks & nightlife,1
No,Yes,Indiranagar,Bar,"Beer, Beef Steak, Potato Wedges, Burgers, Nachos, Chilli Pork, Masala Peanuts","American, North Indian, Chinese",850.0,Drinks & nightlife,1
No,Yes,Indiranagar,Lounge,"Biryani, Cocktails, Mushroom Pasta, Dragon Chicken, Beer, Noodles, Steak","North Indian, Chinese, Continental, Bengali",800.0,Drinks & nightlife,1
No,Yes,Indiranagar,Lounge,"Cocktails, Pasta, Chilli Pork, Beer, Beetroot Burger, Chicken Nachos, Pepperoni Pizza","Continental, Steak",900.0,Drinks & nightlife,1
No,Yes,Indiranagar,Lounge,"Beer, Cocktails, Pasta, Chicken Lollipop, Jalapeno Cheeseballs, Nachos, Chicken Fingers","Continental, American, Pizza, North Indian, Chinese, Finger Food, Asian, Thai",750.0,Drinks & nightlife,1
No,Yes,Indiranagar,"Pub, Casual Dining","Beer, Masala Papad, Beef Fry, Paneer Tikka, Nachos, Murgh Ghee Roast, Chicken Pizza","Continental, South Indian, Mangalorean, Chinese, North Indian, Seafood",500.0,Drinks & nightlife,1
No,Yes,Indiranagar,Pub,"Strawberry Mojito, Cocktails, Chicken Momo, Caramel Custard, Long Island Iced Tea, Spring Roll, Tortilla Chips","Chinese, Continental, American, Steak",600.0,Drinks & nightlife,1
No,No,Indiranagar,Lounge,Not specified,"Chinese, Continental, Steak",650.0,Drinks & nightlife,0
No,No,Indiranagar,Bar,Not specified,"North Indian, Chinese",500.0,Drinks & nightlife,0
No,Yes,Indiranagar,"Casual Dining, Bar","Cocktails, Beer","Continental, Chinese, North Indian",500.0,Drinks & nightlife,1
No,Yes,Domlur,"Lounge, Cafe","Corn Balls, Cocktails, Mocktails, Sunday Brunch, Fish, Chicken Wings, Nachos","Continental, Pizza, North Indian, Goan, Burger, Cafe",800.0,Drinks & nightlife,1
No,Yes,Domlur,"Pub, Microbrewery","Chicken Bruschetta, Tandoori Chicken, Veggie Pizza, Barbeque Chicken Pizza, Nachos, Wheat Beer, Stout","Continental, North Indian, Finger Food",850.0,Drinks & nightlife,1
No,No,Domlur,Bar,Not specified,"Chinese, European",500.0,Drinks & nightlife,0
No,No,Domlur,Bar,"Rooftop Ambience, Decor","Seafood, Mexican, Continental, Finger Food",650.0,Drinks & nightlife,1
No,No,Thippasandra,"Casual Dining, Bar",Not specified,"North Indian, Fast Food",300.0,Drinks & nightlife,0
No,Yes,Old Airport Road,"Pub, Microbrewery","Beer, Cocktails, Tiramisu, Tawa Chicken, Mocktails, Chicken Satay, Sea Food","American, Continental, North Indian, Mediterranean",900.0,Drinks & nightlife,1
No,No,Old Airport Road,Bar,"Pizza, Cocktails, Cheese Balls",Finger Food,500.0,Drinks & nightlife,1
No,No,Old Airport Road,Bar,"Cocktails, Draught Beer","Chinese, Continental",900.0,Drinks & nightlife,1
No,Yes,Old Airport Road,"Club, Casual Dining","Cocktails, Biryani, Pizza, Veg Sushi Platter, Salads, Cheesecake, Lamb Chops","European, Spanish, Continental, Italian",1200.0,Drinks & nightlife,1
No,Yes,MG Road,"Casual Dining, Pub","Pizza, Nachos, Pasta, Potli Biryani, Mojito, Draught Beer, Long Island Iced Tea","North Indian, Pizza, Chinese",750.0,Drinks & nightlife,1
No,No,Old Airport Road,Lounge,Decor,Finger Food,1500.0,Drinks & nightlife,1
No,No,Old Airport Road,Lounge,Not specified,Continental,900.0,Drinks & nightlife,1
No,Yes,Indiranagar,"Microbrewery, Pub","Pesto Pasta, Craft Beer, Wheat Beer, Cocktails, Crispy Chilli Corn, Butter Chicken, Paneer Tikka","North Indian, Continental, Chinese",700.0,Pubs and bars,1
No,Yes,Indiranagar,"Casual Dining, Bar","Cocktails, Pork Dumplings, Pork Steak, Cosmopolitan, Pizza, Mocktails, Chicken Pasta","European, Continental",650.0,Pubs and bars,1
No,No,Indiranagar,"Bar, Casual Dining","Mutton Chops, Filter Coffee, Donne Biryani, Pork Ribs, Roast Beef, Honey Cake, Keema Dosa","South Indian, Finger Food",500.0,Pubs and bars,1
No,Yes,Indiranagar,"Pub, Casual Dining","Cocktails, Mocktails, Pizza, Sushi, Beer","Sushi, Continental, Pizza, Italian, Asian",1000.0,Pubs and bars,1
Yes,No,Indiranagar,"Casual Dining, Bar","Ramen, Cocktails, Crab Sushi, Maki Roll, Creme Brulee, Thai Chicken Salad, Beef Salad","Asian, Thai, Vietnamese, Malaysian, Beverages",600.0,Pubs and bars,1
No,Yes,Indiranagar,"Bar, Casual Dining","Burgers, Spicy Fries, Cosmopolitan, Cocktails, Custard, Pepperoni Pizza, Peri Peri Chicken","Continental, Salad, Burger, Finger Food, Pizza",750.0,Pubs and bars,1
No,Yes,Indiranagar,"Bar, Casual Dining","Pizza, Chocolate Cake, Cocktails, Beer, Nachos, Sangria, Mocktails","Continental, Asian, Italian, North Indian",750.0,Pubs and bars,1
No,Yes,Indiranagar,"Fine Dining, Bar","Cocktails, Pie, Rolls, Mezze Platter, Schnitzel, Pancakes, Eggs Benedict","Modern Indian, European, American",1250.0,Pubs and bars,1
No,Yes,Indiranagar,"Bar, Casual Dining","Cocktails, Peri Peri Chicken, Pizza, Mocktails, Biryani, Sangria, Chicken Dim Sum","Chinese, Continental, North Indian, Mexican",700.0,Pubs and bars,1
No,Yes,Indiranagar,"Bar, Casual Dining","Cocktails, Momos, Pizza, Roti, Mocktails, Nachos, Fish","European, Continental, Asian, Finger Food",650.0,Pubs and bars,1
No,Yes,Indiranagar,Pub,"Cocktails, Pie, Peri Peri Fries, Long Island Iced Tea, Chicken Steak, Mocktails, Nachos","Russian, Continental, North Indian",650.0,Pubs and bars,1
Yes,No,Indiranagar,Pub,"Cocktails, Burgers, Nachos, Sandwiches, Butterfly Chicken, Pizza, Dabeli","American, Asian, European, North Indian",700.0,Pubs and bars,1
Yes,Yes,Indiranagar,"Casual Dining, Bar","Gajar Halwa, Shikanji, Kheer, Lunch Buffet, Dal Makhani, Panner Tikka, Butter Chicken",North Indian,550.0,Pubs and bars,1
No,Yes,Indiranagar,"Bar, Casual Dining","Chips, Lamb, Cocktails, Wedges, Roast Chicken, Pizza, Margarita","Chinese, Continental, Finger Food, Italian",750.0,Pubs and bars,1
Yes,Yes,Indiranagar,"Bar, Casual Dining","Cocktails, Masala Fries, Chicken Wings, Beer, Onion Rings, Pizza, Nachos","American, Finger Food",750.0,Pubs and bars,1
No,Yes,Indiranagar,"Casual Dining, Bar","Andhra Meal, Mutton Soup, Vegetable Biryani, Non Veg Thali, Chicken Boneless Biryani, Mutton Biryani, Chilli Chicken","Andhra, Biryani, North Indian, Chinese",400.0,Pubs and bars,1
No,No,Indiranagar,"Casual Dining, Pub","Burgers, Chicken Wings, Beer, Cocktails, Peri Peri Chicken Steak, Peri Peri Wings, Peri Fries","American, Continental, BBQ, Steak",600.0,Pubs and bars,1
Yes,Yes,Indiranagar,"Casual Dining, Bar","Pizza, Cocktails, Pasta, Mushroom Soup, Panna Cotta, Mocktails, Sandwich","Italian, Seafood, American, Continental",550.0,Pubs and bars,1
No,Yes,Indiranagar,"Casual Dining, Bar","Chicken Wings, Murgh Ghee Roast, Paneer Tikka","North Indian, Chinese, Mangalorean",500.0,Pubs and bars,1
No,No,Indiranagar,Bar,"Beer, Cocktails, Brownie, Chicken Satay, Chicken Wings, Pizza, Chilli Paneer","Finger Food, Continental",600.0,Pubs and bars,1
No,Yes,Indiranagar,Bar,"Margarita, Masala Peanuts, Cocktails, Momos, Pizza, Chilli Chicken, Beer","Continental, North Indian, Italian",650.0,Pubs and bars,1
Yes,Yes,Indiranagar,"Bar, Casual Dining","Cocktails, Blueberry Cheesecake, Margarita, Long Island Iced Tea, Sangria, Bbq Pizza, Beer","Thai, Chinese, North Indian, Continental, Steak",750.0,Pubs and bars,1
No,Yes,Indiranagar,"Pub, Casual Dining","Chicken Curry, Chicken Dosa, Sea Food, Masala Peanuts, Chicken Tacos, Draught Beer, Lime Soda",Finger Food,550.0,Pubs and bars,1
No,No,Indiranagar,Bar,"Beer, Wings","Finger Food, South Indian, Continental",450.0,Pubs and bars,1
No,Yes,Indiranagar,"Pub, Casual Dining","Beer, Nachos, Cocktails, Salsa, Noodles, Pasta, Jalapeno Cheeseballs","Continental, North Indian, Chinese",750.0,Pubs and bars,1
No,Yes,Indiranagar,"Bar, Casual Dining","Bbq Chicken Pizza, Cocktails, Sangria, Beer, Chicken Nachos, Mai Thai, Burgers","Continental, Chinese, Italian",700.0,Pubs and bars,1
Yes,No,Indiranagar,"Casual Dining, Bar","Sea Food, Neer Dosa, Murgh Ghee Roast, Chicken Sukha, Beer, Butter Chicken, Fish Masala Fry","North Indian, Chinese",375.0,Pubs and bars,1
No,Yes,Indiranagar,Bar,"Beer, Beef Steak, Potato Wedges, Burgers, Nachos, Chilli Pork, Masala Peanuts","American, North Indian, Chinese",850.0,Pubs and bars,1
No,Yes,Indiranagar,"Pub, Casual Dining","Beer, Masala Papad, Beef Fry, Paneer Tikka, Nachos, Murgh Ghee Roast, Chicken Pizza","Continental, South Indian, Mangalorean, Chinese, North Indian, Seafood",500.0,Pubs and bars,1
No,Yes,Indiranagar,Pub,"Strawberry Mojito, Cocktails, Chicken Momo, Caramel Custard, Long Island Iced Tea, Spring Roll, Tortilla Chips","Chinese, Continental, American, Steak",600.0,Pubs and bars,1
No,No,Indiranagar,Pub,Not specified,Finger Food,500.0,Pubs and bars,0
No,No,Indiranagar,Bar,Not specified,"North Indian, Chinese",500.0,Pubs and bars,0
No,Yes,Indiranagar,"Casual Dining, Bar","Cocktails, Beer","Continental, Chinese, North Indian",500.0,Pubs and bars,1
No,Yes,Domlur,"Pub, Microbrewery","Chicken Bruschetta, Tandoori Chicken, Veggie Pizza, Barbeque Chicken Pizza, Nachos, Wheat Beer, Stout","Continental, North Indian, Finger Food",850.0,Pubs and bars,1
No,No,Domlur,"Casual Dining, Bar","Sandwiches, Lunch Buffet, Biryani, Gulab Jamun, Breakfast Buffet, Pasta, Vada","North Indian, Continental, Chinese, European",850.0,Pubs and bars,1
No,No,Domlur,"Casual Dining, Bar",Not specified,"North Indian, Chinese, Andhra, Mangalorean",400.0,Pubs and bars,0
No,No,Domlur,Bar,Not specified,"Chinese, European",500.0,Pubs and bars,0
No,No,Domlur,Bar,"Rooftop Ambience, Decor","Seafood, Mexican, Continental, Finger Food",650.0,Pubs and bars,1
No,No,Thippasandra,"Casual Dining, Bar",Not specified,"North Indian, Fast Food",300.0,Pubs and bars,0
No,Yes,Old Airport Road,"Pub, Microbrewery","Beer, Cocktails, Tiramisu, Tawa Chicken, Mocktails, Chicken Satay, Sea Food","American, Continental, North Indian, Mediterranean",900.0,Pubs and bars,1
No,No,Old Airport Road,Bar,"Pizza, Cocktails, Cheese Balls",Finger Food,500.0,Pubs and bars,1
Yes,Yes,Old Airport Road,"Casual Dining, Bar","Rasmalai, Pizza, Fish, Mutton Curry, Salads, Virgin Mojito, Noodles","Chinese, Continental, North Indian, South Indian, Arabian",700.0,Pubs and bars,1
No,No,Old Airport Road,Bar,"Cocktails, Draught Beer","Chinese, Continental",900.0,Pubs and bars,1
